visitor_id,visit_date,group,device,traffic_channel,session_minutes,pages_viewed,converted,revenue_usd
VIS-02250,2026-05-29,B,Mobile,Organic,3.89,4,1,43.31
VIS-02251,2026-05-25,B,Tablet,Social,10.06,4,0,0.0
VIS-02252,2026-05-25,B,Desktop,Email,7.6,8,0,0.0
VIS-02253,2026-05-06,B,Mobile,Social,8.87,7,0,0.0
VIS-02254,2026-05-21,B,Tablet,Email,3.44,6,0,0.0
VIS-02255,2026-05-06,B,Mobile,Email,4.11,10,0,0.0
VIS-02256,2026-05-12,B,Tablet,Social,5.13,5,0,0.0
VIS-02257,2026-05-04,B,Mobile,Organic,4.64,2,1,48.66
VIS-02258,2026-05-17,B,Mobile,Paid Search,4.43,4,1,60.5
VIS-02259,2026-05-06,B,Tablet,Organic,6.5,3,0,0.0
VIS-02260,2026-05-08,B,Mobile,Email,5.16,6,0,0.0
VIS-02261,2026-05-19,B,Desktop,Email,3.08,4,0,0.0
VIS-02262,2026-05-07,B,Mobile,Paid Search,12.66,5,1,45.56
VIS-02263,2026-05-10,B,Desktop,Organic,12.36,4,1,82.36
VIS-02264,2026-05-16,B,Desktop,Email,6.08,6,0,0.0
VIS-02265,2026-05-11,B,Mobile,Email,5.66,3,0,0.0
VIS-02266,2026-05-16,B,Tablet,Email,4.09,6,0,0.0
VIS-02267,2026-05-20,B,Mobile,Social,0.83,3,1,50.34
VIS-02268,2026-05-24,B,Desktop,Paid Search,5.47,5,0,0.0
VIS-02269,2026-05-21,B,Mobile,Paid Search,3.06,6,0,0.0
VIS-02270,2026-05-22,B,Mobile,Paid Search,1.09,3,0,0.0
VIS-02271,2026-05-06,B,Mobile,Email,17.4,4,0,0.0
VIS-02272,2026-05-12,B,Mobile,Email,3.44,8,0,0.0
VIS-02273,2026-05-11,B,Desktop,Paid Search,8.92,2,0,0.0
VIS-02274,2026-05-08,B,Desktop,Referral,3.57,2,0,0.0
VIS-02275,2026-05-01,B,Mobile,Organic,13.25,5,0,0.0
VIS-02276,2026-05-20,B,Desktop,Organic,7.11,2,1,59.68
VIS-02277,2026-05-20,B,Mobile,Email,12.9,4,0,0.0
VIS-02278,2026-05-07,B,Mobile,Paid Search,2.45,2,0,0.0
VIS-02279,2026-05-06,B,Mobile,Organic,11.32,7,0,0.0
VIS-02280,2026-05-10,B,Desktop,Referral,4.68,5,0,0.0
VIS-02281,2026-05-29,B,Desktop,Organic,2.22,3,0,0.0
VIS-02282,2026-05-16,B,Desktop,Referral,6.55,5,0,0.0
VIS-02283,2026-05-12,B,Desktop,Organic,2.9,2,0,0.0
VIS-02284,2026-05-23,B,Mobile,Paid Search,2.56,6,0,0.0
VIS-02285,2026-05-16,B,Mobile,Organic,6.39,5,0,0.0
VIS-02286,2026-05-13,B,Mobile,Organic,12.63,3,0,0.0
VIS-02287,2026-05-05,B,Desktop,Social,7.56,3,0,0.0
VIS-02288,2026-05-11,B,Desktop,Organic,4.77,6,0,0.0
VIS-02289,2026-05-10,B,Mobile,Organic,3.46,4,1,82.12
VIS-02290,2026-05-21,B,Mobile,Social,1.75,6,0,0.0
VIS-02291,2026-05-19,B,Mobile,Organic,9.83,6,1,62.33
VIS-02292,2026-05-22,B,Desktop,Paid Search,5.3,4,0,0.0
VIS-02293,2026-05-05,B,Mobile,Referral,4.07,5,0,0.0
VIS-02294,2026-05-18,B,Mobile,Paid Search,2.39,2,1,42.7
VIS-02295,2026-05-10,B,Mobile,Paid Search,4.73,8,0,0.0
VIS-02296,2026-05-24,B,Mobile,Referral,2.44,6,0,0.0
VIS-02297,2026-05-11,B,Tablet,Paid Search,0.86,5,0,0.0
VIS-02298,2026-05-14,B,Desktop,Paid Search,4.16,4,0,0.0
VIS-02299,2026-05-02,B,Tablet,Organic,1.14,5,0,0.0
VIS-02300,2026-05-29,B,Desktop,Paid Search,12.85,3,0,0.0
VIS-02301,2026-05-29,B,Desktop,Paid Search,4.04,7,0,0.0
VIS-02302,2026-05-20,B,Mobile,Organic,2.93,4,0,0.0
VIS-02303,2026-05-18,B,Desktop,Paid Search,1.09,2,0,0.0
VIS-02304,2026-05-08,B,Desktop,Organic,10.97,5,1,60.46
VIS-02305,2026-05-20,B,Mobile,Organic,16.3,5,0,0.0
VIS-02306,2026-05-08,B,Mobile,Paid Search,13.45,5,0,0.0
VIS-02307,2026-05-07,B,Desktop,Paid Search,8.9,3,0,0.0
VIS-02308,2026-05-22,B,Desktop,Paid Search,6.57,7,0,0.0
VIS-02309,2026-05-06,B,Mobile,Email,8.7,7,0,0.0
VIS-02310,2026-05-02,B,Mobile,Paid Search,6.02,4,0,0.0
VIS-02311,2026-05-26,B,Mobile,Referral,1.74,5,0,0.0
VIS-02312,2026-05-17,B,Desktop,Organic,2.63,1,0,0.0
VIS-02313,2026-05-30,B,Desktop,Email,1.79,5,0,0.0
VIS-02314,2026-05-21,B,Mobile,Organic,7.53,2,1,79.62
VIS-02315,2026-05-13,B,Mobile,Email,5.45,6,0,0.0
VIS-02316,2026-05-13,B,Mobile,Email,8.58,7,0,0.0
VIS-02317,2026-05-12,B,Mobile,Social,1.87,4,0,0.0
VIS-02318,2026-05-28,B,Tablet,Social,13.5,5,0,0.0
VIS-02319,2026-05-13,B,Mobile,Organic,2.98,7,0,0.0
VIS-02320,2026-05-26,B,Desktop,Referral,2.29,4,0,0.0
VIS-02321,2026-05-22,B,Desktop,Social,3.6,3,0,0.0
VIS-02322,2026-05-17,B,Desktop,Organic,7.86,6,1,82.17
VIS-02323,2026-05-14,B,Mobile,Organic,6.13,7,0,0.0
VIS-02324,2026-05-15,B,Mobile,Referral,3.1,4,0,0.0
VIS-02325,2026-05-28,B,Mobile,Paid Search,6.25,7,0,0.0
VIS-02326,2026-05-20,B,Mobile,Organic,4.2,4,0,0.0
VIS-02327,2026-05-16,B,Mobile,Paid Search,2.63,8,0,0.0
VIS-02328,2026-05-22,B,Desktop,Paid Search,1.57,3,0,0.0
VIS-02329,2026-05-21,B,Desktop,Organic,4.94,3,1,87.63
VIS-02330,2026-05-26,B,Mobile,Organic,1.61,4,0,0.0
VIS-02331,2026-05-08,B,Tablet,Organic,5.2,2,0,0.0
VIS-02332,2026-05-10,B,Desktop,Email,1.75,5,0,0.0
VIS-02333,2026-05-20,B,Mobile,Organic,9.51,6,0,0.0
VIS-02334,2026-05-11,B,Desktop,Social,5.18,4,0,0.0
VIS-02335,2026-05-19,B,Mobile,Referral,5.32,7,1,55.48
VIS-02336,2026-05-17,B,Mobile,Paid Search,5.49,2,0,0.0
VIS-02337,2026-05-04,B,Tablet,Social,8.61,9,1,59.68
VIS-02338,2026-05-23,B,Mobile,Organic,2.96,8,0,0.0
VIS-02339,2026-05-22,B,Desktop,Organic,2.85,7,0,0.0
VIS-02340,2026-05-19,B,Mobile,Paid Search,11.79,7,0,0.0
VIS-02341,2026-05-30,B,Desktop,Referral,5.16,5,0,0.0
VIS-02342,2026-05-30,B,Tablet,Social,4.09,3,0,0.0
VIS-02343,2026-05-24,B,Mobile,Social,4.91,6,0,0.0
VIS-02344,2026-05-16,B,Desktop,Organic,2.45,5,0,0.0
VIS-02345,2026-05-04,B,Desktop,Organic,6.73,5,0,0.0
VIS-02346,2026-05-14,B,Desktop,Organic,7.75,6,0,0.0
VIS-02347,2026-05-01,B,Mobile,Social,2.37,5,1,49.59
VIS-02348,2026-05-21,B,Desktop,Paid Search,2.31,9,1,81.61
VIS-02349,2026-05-09,B,Desktop,Social,3.34,4,0,0.0
VIS-02350,2026-05-30,B,Desktop,Paid Search,11.26,6,0,0.0
VIS-02351,2026-05-06,B,Mobile,Organic,9.65,5,0,0.0
VIS-02352,2026-05-21,B,Desktop,Referral,2.67,5,1,64.66
VIS-02353,2026-05-05,B,Desktop,Organic,1.45,5,0,0.0
VIS-02354,2026-05-18,B,Desktop,Referral,3.82,5,0,0.0
VIS-02355,2026-05-24,B,Desktop,Email,3.39,1,0,0.0
VIS-02356,2026-05-18,B,Desktop,Organic,3.74,4,1,62.06
VIS-02357,2026-05-11,B,Mobile,Paid Search,6.11,1,0,0.0
VIS-02358,2026-05-02,B,Mobile,Social,2.49,4,0,0.0
VIS-02359,2026-05-14,B,Mobile,Social,5.75,6,0,0.0
VIS-02360,2026-05-02,B,Mobile,Social,7.73,7,0,0.0
VIS-02361,2026-05-05,B,Mobile,Social,10.14,4,0,0.0
VIS-02362,2026-05-17,B,Mobile,Paid Search,4.35,3,0,0.0
VIS-02363,2026-05-25,B,Desktop,Referral,6.4,5,0,0.0
VIS-02364,2026-05-08,B,Desktop,Social,4.88,1,0,0.0
VIS-02365,2026-05-13,B,Mobile,Social,3.23,3,0,0.0
VIS-02366,2026-05-23,B,Mobile,Organic,2.42,4,0,0.0
VIS-02367,2026-05-23,B,Mobile,Organic,9.55,6,0,0.0
VIS-02368,2026-05-18,B,Mobile,Email,11.56,2,0,0.0
VIS-02369,2026-05-03,B,Desktop,Referral,5.5,5,0,0.0
VIS-02370,2026-05-25,B,Desktop,Organic,1.3,5,0,0.0
VIS-02371,2026-05-18,B,Tablet,Organic,11.19,4,0,0.0
VIS-02372,2026-05-23,B,Tablet,Paid Search,1.08,8,1,56.41
VIS-02373,2026-05-12,B,Mobile,Email,3.07,3,0,0.0
VIS-02374,2026-05-15,B,Mobile,Paid Search,2.48,7,0,0.0
VIS-02375,2026-05-08,B,Mobile,Social,8.11,7,0,0.0
VIS-02376,2026-05-25,B,Mobile,Paid Search,6.26,5,0,0.0
VIS-02377,2026-05-21,B,Tablet,Organic,2.7,3,0,0.0
VIS-02378,2026-05-11,B,Mobile,Organic,1.98,6,0,0.0
VIS-02379,2026-05-04,B,Mobile,Social,1.12,1,0,0.0
VIS-02380,2026-05-25,B,Mobile,Organic,2.13,10,0,0.0
VIS-02381,2026-05-20,B,Desktop,Organic,2.63,3,0,0.0
VIS-02382,2026-05-17,B,Mobile,Social,2.31,5,0,0.0
VIS-02383,2026-05-15,B,Mobile,Social,1.47,5,0,0.0
VIS-02384,2026-05-28,B,Desktop,Email,7.45,4,0,0.0
VIS-02385,2026-05-18,B,Tablet,Social,3.88,4,1,61.69
VIS-02386,2026-05-18,B,Desktop,Organic,11.52,7,0,0.0
VIS-02387,2026-05-03,B,Desktop,Social,4.7,6,0,0.0
VIS-02388,2026-05-10,B,Desktop,Referral,5.63,2,1,41.8
VIS-02389,2026-05-30,B,Desktop,Email,4.99,5,0,0.0
VIS-02390,2026-05-27,B,Mobile,Paid Search,12.19,2,0,0.0
VIS-02391,2026-05-06,B,Mobile,Email,14.79,6,1,52.63
VIS-02392,2026-05-24,B,Desktop,Organic,6.85,8,0,0.0
VIS-02393,2026-05-22,B,Mobile,Paid Search,2.36,6,0,0.0
VIS-02394,2026-05-25,B,Desktop,Organic,4.92,6,0,0.0
VIS-02395,2026-05-10,B,Mobile,Organic,3.4,8,0,0.0
VIS-02396,2026-05-18,B,Mobile,Paid Search,1.74,2,0,0.0
VIS-02397,2026-05-21,B,Desktop,Organic,4.26,7,0,0.0
VIS-02398,2026-05-26,B,Mobile,Social,2.77,6,0,0.0
VIS-02399,2026-05-16,B,Mobile,Paid Search,12.12,5,1,56.49
VIS-02400,2026-05-06,B,Mobile,Paid Search,4.11,6,0,0.0
